,14.6,Mullet Fairgrounds,1,2,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VP/9,15.1,Valparaiso (Includes Eglin Dorms & MHP),1,4,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,16.1,Shalimar,1,4,4,2,1,OC/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SH/8,16.2,,1,4,4,2,1,OC/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17.1,Central Wright,1,4,4,2,1,OC/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17.2,,1,4,4,3,1,OC/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,17.3,,1,4,4,4,1,OC/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18.1,Ocean City,1,4,4,3,1,OC/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18.2,,1,4,4,4,1,OC/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FW/4,19.1,East FWB,1,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE/3,20.1,West Destin,1,4,4,5,2,DE/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,21.1,Mary Esther,1,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ME/6,21.2,,1,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FW/4,22.1,South Central FWB,1,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23.1,Eglin AFB  (Main),1,4,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,23.2,(Poquito),1,2,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FW/4,24.1,West FWB,1,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FW/4,24.2,,1,4,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25.1,North Central Niceville,1,4,4,5,5,EN/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,25.2,,2,4,4,5,5,EN/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV/7,25.3,,1,4,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV/7,25.4,,1,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV/7,25.5,,2,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CITY,PCT,PRECINCT NAME,CONGRESS,SENATE DIST,HOUSE DIST,COUNTY COMM,SCHOOL BOARD,FIRE DIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPECIAL DIST
,26.1,Seminole,2,4,4,5,5,NB/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,26.2,Bluewater MSBU,2,4,4,5,5,NB/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BW
,26.3,Maxwell Gunter Rec Area,2,4,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CB/1,27.1,Cinco Bayou,1,4,4,2,2,OC/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FW/4,28.1,Garniers,1,4,4,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,29.1,Golf Course,1,4,4,3,1,OC/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FW/4,29.2,,1,4,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FW/4,29.3,,1,4,4,3,1, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FW/4,29.4,,1,4,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,30.1,Okaloosa Island,1,4,4,5,2,OI/16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,31.1,Longwood,1,4,4,2,1,OC/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,31.2,,1,2,5,2,1,OC/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,31.3,,1,4,5,2,1,OC/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FW/4,32.1,Ferry Park,1,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,33.1,Rocky Bayou,1,2,4,5,5,EN/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV/7,33.2,,1,2,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV/7,33.3,,1,4,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,34.1,Florosa,1,4,5,4,3,FL/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE/3,35.1,North Destin,1,4,7,5,2,DE/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,36.1,South Niceville,1,4,4,3,5,EN/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV/7,36.2,,1,4,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,37.1,Lake Lorraine,1,4,4,2,1,OC/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,38.1,Northgate,1,4,4,4,1,OC/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,39.1,East Wright,1,4,4,4,1,OC/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,40.1,South Bluewater,2,4,4,5,5,NB/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BW
FW/4,41.1,North Central FWB,1,4,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42.1,New Heights,1,4,4,4,3,OC/15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,42.2,"Commando Village, Hurlburt",1,2,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FW/4,42.3,,1,4,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,43.1,South Central Niceville,1,4,4,5,5,EN/5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV/7,43.2,,1,4,4,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NV/7,43.3,,1,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE/3,44.1,Central Destin,1,4,4,5,2,DE/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45.1,South Crestview,1,2,1,1,4,N4/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,45.2,,1,2,5,1,4,N4/12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CV/2,45.3,,1,2,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CV/2,45.4,,1,2,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,46.1,North Bluewater,2,4,4,5,5,NB/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,46.2,,2,4,4,5,5,NB/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BW
,46.3,,2,4,5,5,5,NB/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,46.4,,2,4,5,5,5,NB/13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BW
,47.1,Wynnehaven Beach Hurlburt Field (s of 98),1,2,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,47.2,Camp Rudder,1,2,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,47.3,Hurlburt Field (n of 98),1,2,5,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,47.4,,1,4,5,4,3,FL/7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FW/4,48.1,Westwood,1,4,4,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,49.1,East Destin ,2,4,7,5,2,DE/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE/3,49.2,,2,4,7,5,2,DE/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE/3,50.1,South Destin,1,4,7,5,2,DE/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DE/3,50.2,,2,4,7,5,2,DE/3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,51.1,Airport Road,1,2,5,1,4,DO/4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,51.2,,1,2,5,1,4,N1/9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,52.1,Live Oak,1,2,5,1,4,N3/11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CV/2,52.2,,1,2,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
